fk_moneda,fk_plan,fk_fpagp,fuma,sexo,edad,Suma Aseg ,Reserva,Prima,pzoseg,pzopago,suma retenida 
2,2,1,N,M,47,"1,500,000.00","22,734.64","7,385.10",20,20,"750,000.00"
2,2,2,N,F,38,"108,665.00",155.58,49.34,19,19,0
2,2,2,N,M,26,"625,000.00","1,123.48",343.75,20,20,"375,000.00"
2,1,2,N,F,57,"1,250,000.00","29,191.44","4,974.00",99,99,"625,000.00"
2,2,2,N,M,50,"125,000.00","27,290.41","3,210.00",55,55,"75,000.00"
2,2,1,N,F,38,"125,000.00","7,625.96",827.38,20,20,"50,000.00"
2,2,2,N,M,42,"1,601,310.00","82,887.62","10,000.02",20,20,"640,524.00"
2,2,2,S,M,31,"125,000.00","4,031.13","3,222.00",75,75,"75,000.00"
2,2,1,N,M,48,"1,000,000.00","152,749.08","16,335.20",65,65,"600,000.00"
2,2,1,N,F,45,"375,000.00","8,655.90","3,229.50",20,20,"150,000.00"
2,2,2,N,F,34,"250,000.00","1,169.99",493.5,20,20,"150,000.00"
2,2,2,N,F,58,"100,000.00","3,095.54",797.15,20,20,0
2,1,2,N,M,46,"62,500.00",983.67,124.88,99,99,0
2,2,4,N,M,45,"225,000.00","1,864.19",394.2,18,18,0
2,2,2,S,F,41,"375,000.00","13,514.51","1,377.68",65,65,"225,000.00"
2,2,3,N,F,45,"289,325.00","15,679.78","2,001.55",19,19,0
2,1,1,N,M,42,"1,750,000.00","29,606.58","4,477.00",99,20,"700,000.00"
2,1,2,N,M,38,"250,000.00","16,295.38","2,370.00",99,15,"150,000.00"
2,2,1,N,M,34,"125,000.00","10,597.17",921,18,18,0
2,2,3,N,F,47,"194,238.75","22,632.10","2,500.02",20,20,"116,543.25"
2,1,1,N,M,32,"125,000.00","2,551.96",342.21,99,99,"75,000.00"
2,2,2,N,M,34,"857,895.00",914.9,"2,844.78",12,12,"514,737.00"
2,2,3,N,M,42,"62,500.00",401.93,124.88,18,18,0
2,2,3,N,M,43,"250,000.00","6,206.65",678.5,60,60,0
2,2,2,N,F,38,"2,500,000.00","92,189.18","28,045.00",20,20,"1,250,000.00"
2,1,2,N,M,46,"8,500,000.00","76,333.99","11,200.70",99,99,"2,500,000.00"
2,2,2,N,F,30,"125,000.00",742.61,269.25,22,22,"50,000.00"
2,2,4,N,F,36,"125,000.00","17,056.49","1,717.00",20,20,0
2,1,1,N,M,57,"2,674,960.00","97,999.11","11,451.12",99,99,"1,337,480.00"
2,2,3,N,M,41,"772,705.00","89,982.14","9,947.54",20,20,"463,623.00"
2,2,2,N,M,50,"562,500.00",903.54,483.75,18,18,"225,000.00"
2,1,1,N,M,49,"937,500.00","22,182.82","4,490.63",99,99,"562,500.00"
2,1,2,N,M,27,"1,875,000.00","28,014.98","3,294.75",99,99,"625,000.00"
2,1,3,N,M,38,"2,500,000.00","76,407.80","11,936.00",99,99,"1,250,000.00"
2,2,2,N,M,31,"150,000.00",769.06,135,22,22,0
2,1,2,S,M,40,"1,875,000.00","52,470.52","8,497.69",99,99,"937,500.00"
2,2,3,N,M,46,"500,000.00","87,166.86","9,717.60",20,20,"200,000.00"
2,2,1,S,M,26,"125,000.00","5,947.86",726.25,25,25,0
2,2,2,S,M,29,"250,000.00","127,996.11","12,234.00",10,10,0
2,2,3,N,M,36,"750,000.00","1,545.32",483.17,20,20,"450,000.00"
2,2,1,N,F,30,"312,500.00","2,020.93",489.38,18,18,"125,000.00"
2,2,1,N,F,52,"1,500,000.00","9,887.69","3,578.00",20,20,"900,000.00"
2,2,1,N,M,48,"1,000,000.00","3,765.08","1,628.00",20,20,"600,000.00"
2,2,2,N,M,40,"125,000.00",317.03,103.8,20,20,"75,000.00"
2,2,2,N,F,40,"250,000.00","1,117.60",515,20,20,"150,000.00"
2,1,2,N,M,35,"250,000.00","2,981.18",408,99,99,0
2,2,2,N,M,48,"1,625,000.00","4,226.59","1,705.34",20,20,"812,500.00"
2,2,1,S,F,49,"349,991.25","1,943.21",858.18,19,19,0
2,1,2,N,M,25,"250,000.00","2,507.79",426.5,99,99,"150,000.00"
2,2,1,N,M,43,"500,000.00","3,275.70","1,830.00",20,20,"300,000.00"
2,2,1,N,F,47,"625,000.00","4,822.49","1,812.50",18,18,"375,000.00"
2,1,1,N,M,41,"1,000,000.00","35,754.34","4,888.00",99,20,"400,000.00"
2,2,2,N,M,35,"125,000.00","18,948.65","2,359.50",25,25,0
2,2,1,N,M,42,"75,000.00","11,302.57","1,210.43",60,60,0
2,2,1,S,M,35,"750,000.00","19,905.17","7,380.00",20,20,"300,000.00"
2,2,2,N,M,40,"218,140.00",259.19,895.25,14,14,0
2,2,1,N,M,34,"250,000.00","1,318.65",316.5,18,18,0
2,2,4,N,F,55,"125,000.00",527.43,179.5,18,18,0
2,1,2,N,M,29,"468,750.00","12,363.68","1,604.78",99,99,"281,250.00"
2,2,1,N,M,51,"187,500.00","5,607.31","1,974.13",20,20,"112,500.00"
2,2,1,N,F,53,"750,000.00","5,872.61","2,013.00",20,20,"450,000.00"
2,1,2,N,M,47,"1,750,000.00","17,296.31","2,099.00",99,99,"1,050,000.00"
2,2,1,N,M,44,"2,958,750.00","6,931.32","5,696.03",11,11,"1,479,375.00"
2,1,1,N,M,52,"62,500.00","2,473.04",361.88,99,99,0
2,2,2,S,M,42,"250,000.00","18,753.29","2,253.00",55,55,"150,000.00"
2,2,4,N,M,52,"187,500.00","2,297.77",815.63,18,18,0
2,2,1,S,M,40,"219,115.00","1,266.51",478.11,18,18,0
2,1,2,N,M,32,"750,000.00","14,992.28","2,746.10",99,99,"375,000.00"
2,2,1,N,F,49,"125,000.00","16,806.23","1,444.25",18,18,0
2,2,1,N,M,33,"187,500.00","16,638.92","1,629.38",18,18,0
2,2,1,N,M,39,"62,500.00","12,836.69","1,483.50",20,20,0
2,2,1,N,M,33,"575,000.00","19,280.92","6,881.30",20,20,"345,000.00"
2,2,3,N,F,49,"312,500.00",886.03,163.13,18,18,"187,500.00"
2,2,2,N,F,50,"787,500.00","4,582.40","1,747.05",20,20,"315,000.00"
2,1,1,N,F,53,"150,000.00","2,851.36",395.98,99,99,0
2,1,1,S,M,47,"62,500.00",954.46,129.5,99,99,0
2,2,1,N,M,56,"375,000.00","77,126.47","6,917.74",20,20,"225,000.00"
2,2,2,N,M,33,"750,000.00","5,123.57","2,406.00",20,20,"300,000.00"
2,2,2,N,M,52,"625,000.00","3,206.50","1,138.94",20,20,"312,500.00"
2,2,1,N,M,34,"488,992.50","3,645.36","1,066.01",19,19,"293,395.50"
2,2,3,S,M,46,"106,485.00",765.96,343.52,19,19,0
2,2,1,N,F,50,"125,000.00","43,908.80","4,166.25",18,18,0
2,2,1,N,M,42,"500,000.00","6,548.59","2,127.00",20,20,"200,000.00"
2,2,1,N,F,34,"125,000.00",710.44,130.5,18,18,"75,000.00"
2,2,2,N,M,48,"150,000.00","1,278.78",234.9,18,18,0
2,2,1,N,M,50,"187,500.00","31,424.46","2,763.00",18,18,0
2,2,2,N,M,57,"434,660.00","1,510.41",497.25,19,19,0
2,2,2,N,F,51,"937,500.00","6,833.38","2,191.88",20,20,"375,000.00"
2,2,2,N,M,32,"1,250,000.00","49,865.57","16,908.75",20,20,"625,000.00"
2,2,2,N,M,46,"750,000.00","7,836.77","2,421.00",20,20,"450,000.00"
2,2,1,N,M,24,"1,000,000.00","19,522.05","6,684.00",20,20,"400,000.00"
2,1,2,N,M,49,"1,000,000.00","44,796.30","6,232.00",99,20,"600,000.00"
2,2,2,N,M,46,"375,000.00","2,132.93",391.5,18,18,"150,000.00"
2,1,2,N,M,44,"750,000.00","73,465.67","11,245.50",99,20,"300,000.00"
2,2,1,N,F,43,"375,000.00","19,907.45","2,670.75",65,65,"150,000.00"
2,2,1,N,F,43,"2,355,690.00","22,314.00","7,600.29",20,20,"942,276.00"
2,2,1,S,M,46,"750,000.00","4,348.95","1,671.00",20,20,"450,000.00"
2,2,2,N,M,50,"325,000.00","1,266.66",549.5,20,20,"130,000.00"
2,1,1,N,F,55,"375,000.00","15,779.35","2,271.75",99,99,"225,000.00"
2,2,1,N,F,40,"325,995.00","1,822.13",590.7,19,19,0
2,2,2,N,F,55,"450,000.00","1,740.85",875.3,20,20,"270,000.00"
2,2,1,N,M,41,"320,040.00","4,185.70","2,115.47",17,17,0
2,1,2,N,M,55,"375,000.00","30,148.65","3,190.23",99,20,"150,000.00"
2,2,2,S,M,58,"2,625,000.00","69,648.71","22,149.34",20,20,"1,312,500.00"
2,2,2,S,F,39,"499,862.50","52,999.47","10,117.22",16,16,"299,917.50"
2,2,2,N,M,40,"260,797.50",937.05,454.83,19,19,"104,319.00"
2,2,3,N,M,42,"500,000.00","1,259.74","1,304.00",10,10,"300,000.00"
2,2,2,S,M,33,"1,312,500.00","11,403.17","3,775.13",20,20,"787,500.00"
2,2,3,N,M,33,"500,000.00","58,612.54","6,122.00",20,20,"200,000.00"
2,2,2,N,F,41,"125,000.00",212.56,55.25,18,18,"75,000.00"
2,2,2,N,F,36,"125,000.00",433.82,139.5,18,18,"50,000.00"
2,2,1,N,F,36,"250,000.00","1,613.64","1,440.00",20,20,"150,000.00"
2,2,1,N,M,40,"112,500.00",123.54,86.85,18,18,0
2,2,1,N,M,45,"562,500.00","6,345.12","3,019.50",20,20,"225,000.00"
2,2,1,N,F,38,"750,000.00","2,439.45",445.5,22,22,"300,000.00"
2,2,2,N,F,39,"175,000.00","18,053.83","2,422.60",20,20,"70,000.00"
2,2,2,N,F,41,"93,750.00","1,172.00",285.75,18,18,0
2,1,2,N,F,50,"1,250,000.00","18,351.11","3,302.50",99,99,"500,000.00"
2,1,1,N,F,54,"250,000.00","11,092.20","2,195.00",99,99,"100,000.00"
2,1,3,S,F,39,"500,000.00","6,250.10","1,080.00",99,99,"200,000.00"
2,1,4,S,M,50,"375,000.00","10,202.57","1,560.72",99,99,"150,000.00"
2,2,3,N,M,41,"500,000.00","6,161.75","2,190.00",20,20,"300,000.00"
2,1,2,N,M,31,"375,000.00","11,636.54","2,703.00",99,99,"225,000.00"
2,2,2,N,F,44,"375,000.00","15,489.23","7,128.00",20,20,"150,000.00"
2,1,1,N,M,34,"2,000,000.00","92,620.26","14,136.00",99,99,"1,200,000.00"
2,2,1,N,M,48,"1,000,000.00","17,091.81","5,898.00",65,65,"400,000.00"
2,1,2,N,M,31,"575,000.00","14,554.36","2,617.90",99,99,"345,000.00"
2,2,2,N,F,41,"187,500.00",932.69,233.25,18,18,0
2,2,2,N,M,33,"1,674,260.00","6,785.10","31,731.20",5,5,"837,130.00"
2,1,1,N,M,36,"625,000.00","20,208.56","2,710.25",99,99,"312,500.00"
2,2,2,N,M,32,"375,000.00",726.84,311.39,20,20,"150,000.00"
2,2,2,N,M,29,"187,500.00","21,845.73","2,541.75",20,20,0
2,2,2,N,M,28,"1,500,000.00","113,528.72","13,756.00",25,25,"900,000.00"
2,1,1,N,F,48,"6,750,000.00","126,334.33","15,803.55",99,99,"1,875,000.00"
2,1,1,N,M,42,"4,000,000.00","74,864.79","9,398.40",99,99,"1,250,000.00"
2,1,1,N,F,46,"6,000,000.00","194,540.45","26,248.80",99,99,"1,875,000.00"
2,1,3,S,M,53,"5,000,000.00","156,129.20","26,428.00",99,99,"2,500,000.00"
2,2,1,N,F,43,"375,000.00","2,516.08","1,101.00",20,20,"225,000.00"
2,1,2,N,M,35,"750,000.00","13,376.91","2,319.00",99,99,"300,000.00"
2,1,1,N,M,54,"4,125,000.00","61,608.89","7,308.45",99,99,"1,875,000.00"
2,2,1,N,F,40,"250,000.00",463.69,100.5,18,18,0
2,1,1,S,F,58,"1,000,000.00","49,907.34","7,108.00",99,20,"600,000.00"
2,2,2,N,M,46,"500,000.00","21,511.50","2,794.00",22,22,"300,000.00"
2,2,2,N,M,45,"1,275,000.00","23,179.23","9,411.30",20,20,"765,000.00"
2,1,1,N,M,39,"1,312,500.00","29,504.92","6,539.25",99,99,"787,500.00"
2,2,1,S,M,48,"375,000.00","3,986.94","1,722.75",20,20,"225,000.00"
2,2,2,N,M,40,"125,000.00","3,144.24","1,212.00",20,20,"75,000.00"
2,2,1,N,M,45,"1,250,000.00","7,988.69","3,499.50",20,20,"625,000.00"
2,2,2,S,M,53,"250,000.00","35,246.37","3,720.00",25,25,0
2,2,3,N,M,50,"625,000.00","96,971.95","11,190.19",20,20,"312,500.00"
2,2,1,S,F,28,"1,000,000.00","5,284.98","2,900.00",20,20,"600,000.00"
2,1,3,N,M,41,"1,500,000.00","20,330.37","3,584.00",99,99,"900,000.00"
2,2,2,N,F,38,"1,500,000.00","27,253.35","11,178.00",20,20,"900,000.00"
2,2,2,N,M,42,"1,312,500.00","24,269.39","9,879.00",20,20,"787,500.00"
2,2,1,N,M,44,"500,000.00","34,176.22","3,534.00",18,18,"200,000.00"
2,2,1,N,M,50,"248,928.75","17,686.50","4,446.87",17,17,0
2,2,2,N,M,43,"125,000.00",103.84,44.5,18,18,"50,000.00"
2,2,2,N,M,40,"500,000.00","1,255.00",442,18,18,"300,000.00"
2,2,1,N,F,48,"1,500,000.00","15,730.68","6,720.00",20,20,"600,000.00"
2,2,2,N,M,50,"62,500.00","10,868.72","1,307.25",15,15,0
2,2,2,N,M,30,"1,500,000.00","8,641.25","4,308.00",20,20,"900,000.00"
2,2,1,N,M,51,"1,250,000.00","10,527.46","4,565.00",20,20,"500,000.00"
2,2,3,N,M,32,"150,000.00","7,738.28","1,083.69",25,25,0
2,2,1,N,M,53,"375,000.00","1,399.01",288,22,22,"150,000.00"
2,2,1,N,M,44,"250,000.00","34,215.62","3,863.58",20,20,"100,000.00"
2,1,3,N,M,42,"125,000.00","11,553.23","1,833.28",99,20,"75,000.00"
2,2,2,N,M,39,"250,000.00","28,980.56","4,286.00",20,20,"100,000.00"
2,2,1,N,M,43,"1,350,660.00","5,795.84","8,085.26",5,5,"540,264.00"
2,2,3,N,M,33,"125,000.00","38,470.89","4,166.25",18,18,0
2,1,1,S,M,54,"3,750,000.00","57,251.83","10,974.25",99,99,"1,250,000.00"
2,2,1,N,M,56,"625,000.00","35,091.23","3,551.94",65,65,"312,500.00"
2,2,2,N,M,28,"1,875,000.00","6,653.42","3,245.81",20,20,"937,500.00"
2,2,1,N,M,39,"375,000.00","51,410.75","5,005.88",20,20,"225,000.00"
2,2,3,N,M,48,"500,000.00","99,121.92","9,173.70",20,20,"300,000.00"
2,2,1,N,F,41,"1,250,000.00","6,599.94","1,125.00",22,22,"625,000.00"
2,1,3,N,M,36,"250,000.00","13,036.76","1,956.00",99,15,0
2,1,1,N,M,52,"1,875,000.00","50,830.07","8,337.00",99,99,"937,500.00"
2,1,1,N,M,32,"1,875,000.00","117,513.14","21,728.81",99,99,"937,500.00"
2,2,1,N,M,47,"250,000.00","2,248.65",752,20,20,"150,000.00"
2,1,1,N,F,44,"1,875,000.00","35,090.80","4,414.88",99,99,"625,000.00"
2,1,1,N,M,34,"8,750,000.00","263,952.03","31,034.25",99,99,"2,500,000.00"
2,1,1,S,F,35,"1,250,000.00","39,413.28","5,914.50",99,99,"625,000.00"
2,1,1,N,M,51,"3,500,000.00","27,245.35","3,205.90",99,99,"1,250,000.00"
2,2,2,N,F,53,"300,000.00","20,155.34","2,148.22",60,60,0
2,2,2,N,M,40,"500,000.00","1,949.58",633,18,18,"200,000.00"
2,2,2,N,F,58,"750,000.00","6,264.05","2,448.00",20,20,"450,000.00"
2,2,2,N,M,50,"250,000.00","19,892.37","8,970.00",20,20,"100,000.00"
2,2,1,N,F,46,"562,500.00","1,687.26",706.5,20,20,"225,000.00"
2,2,1,N,F,41,"750,000.00","2,608.85","1,048.50",20,20,"300,000.00"
2,1,1,N,F,58,"5,062,500.00","167,376.26","24,065.40",99,99,"1,875,000.00"
2,1,1,N,F,44,"3,375,000.00","55,792.09","8,021.80",99,99,"1,250,000.00"
2,2,1,N,M,34,"375,000.00","14,447.85","3,434.92",20,20,"225,000.00"
2,2,2,N,M,35,"750,000.00","10,927.96","3,447.00",20,20,"450,000.00"
2,2,2,N,M,42,"750,000.00","6,293.87","2,014.50",20,20,"450,000.00"
2,2,1,N,M,47,"434,660.00","1,397.56",459.87,19,19,0
2,2,2,N,M,43,"120,748.75","1,007.05",300.91,19,19,0
2,2,2,N,M,39,"250,000.00","1,009.65",367.5,20,20,"100,000.00"
2,2,2,S,M,55,"500,000.00","92,615.62","10,246.00",15,15,"300,000.00"
2,2,1,N,F,51,"18,358,490.00","111,244.41","30,000.00",20,20,"2,500,000.00"
2,2,4,S,M,54,"1,425,000.00","78,885.86","30,617.10",20,20,"855,000.00"
2,2,1,N,M,47,"1,000,000.00","2,084.20","1,748.00",20,20,"600,000.00"
2,2,1,N,F,55,"175,000.00","2,987.60",451.85,22,22,0
2,2,4,N,M,48,"62,500.00",928.29,169,22,22,0
2,2,1,S,M,50,"125,000.00",486.83,574.5,20,20,"50,000.00"
2,2,1,N,M,48,"250,000.00","1,375.76",681.5,20,20,"150,000.00"
2,2,1,N,F,51,"375,000.00","3,052.80","1,638.00",20,20,"150,000.00"
2,2,1,N,M,48,"1,875,000.00","11,772.00","4,753.13",20,20,"937,500.00"
2,1,1,N,F,44,"375,000.00","14,612.49","2,012.24",99,99,"225,000.00"
2,2,2,N,F,48,"375,000.00","4,197.65","1,991.25",20,20,"225,000.00"
2,2,1,S,M,42,"500,000.00","102,623.82","10,433.55",20,20,"200,000.00"
2,1,1,N,M,50,"375,000.00","6,383.92","1,444.50",99,99,"150,000.00"
2,2,2,N,M,42,"1,875,000.00","17,252.30","6,491.63",20,20,"937,500.00"
2,2,2,N,F,48,"187,500.00","28,446.95","2,763.00",18,18,0
2,2,1,N,M,46,"600,000.00","2,887.70",758.4,18,18,"360,000.00"
2,2,1,N,F,48,"949,687.50","97,859.24","12,000.15",20,20,"379,875.00"
2,1,2,S,M,33,"1,050,000.00","7,910.97","1,462.10",99,99,"630,000.00"
2,2,2,N,F,43,"626,801.25","63,745.22","9,556.61",20,20,"250,720.50"
2,2,1,N,F,33,"75,000.00",246.31,130.95,18,18,0
2,1,1,S,M,40,"312,500.00","6,904.20","1,227.50",99,99,"125,000.00"
2,2,2,N,M,53,"312,500.00","2,006.12",785.91,20,20,"187,500.00"
2,2,2,S,M,40,"562,500.00","3,445.37",984.68,20,20,"225,000.00"
2,2,2,N,M,57,"625,000.00","1,112.58",633.75,20,20,"375,000.00"
2,2,1,S,M,57,"765,150.00","38,433.91","7,500.03",20,20,"459,090.00"
2,2,2,N,M,28,"62,500.00","6,015.26",819.75,22,22,0
2,1,2,N,M,50,"750,000.00","43,646.04","9,354.00",99,99,"450,000.00"
2,2,3,N,M,38,"187,500.00","2,294.26","1,017.00",20,20,"75,000.00"
2,2,3,N,F,42,"125,000.00","3,271.58","1,461.75",20,20,"50,000.00"
2,2,1,N,M,43,"226,940.00",229.89,793.83,13,13,0
2,2,1,N,M,37,"579,350.00","2,632.80","1,406.66",18,18,"231,740.00"
2,2,2,N,F,35,"500,000.00","1,085.57","1,260.00",20,20,"200,000.00"
2,2,4,N,M,42,"338,587.50",499.34,323.69,19,19,0
2,1,2,N,M,46,"3,750,000.00","270,174.38","53,770.50",99,99,"1,875,000.00"
2,2,1,N,M,34,"125,000.00","24,666.17","2,328.81",20,20,"50,000.00"
2,2,4,N,F,39,"250,000.00","20,841.47","6,957.00",15,15,"150,000.00"
2,2,1,N,M,44,"375,000.00","3,688.64","1,855.50",20,20,"225,000.00"
2,2,2,N,M,44,"250,000.00","1,320.31",363,65,65,0
2,2,1,N,M,51,"529,000.00","2,039.14","1,060.12",18,18,"211,600.00"
2,2,1,N,M,35,"262,500.00","22,884.62","2,541.45",15,15,0
2,2,2,N,M,43,"125,000.00",725.4,138,18,18,"75,000.00"
2,1,2,N,M,35,"187,500.00","7,411.10","1,085.63",99,99,0
2,2,2,N,F,32,"125,000.00",330.97,77.75,18,18,"50,000.00"
2,2,1,S,M,43,"396,750.00","3,071.00","1,590.18",18,18,"158,700.00"
2,2,2,N,F,33,"400,000.00",974.37,266.4,18,18,0
2,2,4,N,M,30,"250,000.00","13,605.53","1,408.63",60,60,"100,000.00"
2,2,2,N,M,41,"319,455.00","1,030.50",539.24,19,19,0
2,2,1,N,M,52,"125,000.00","30,657.92","5,857.50",15,15,0
2,2,3,S,M,25,"75,000.00","10,706.24","1,295.07",25,25,0
2,1,1,N,M,37,"1,875,000.00","32,930.89","4,278.94",99,99,"937,500.00"
2,2,4,N,M,46,"262,500.00","1,774.71",411.08,18,18,0
2,2,2,N,M,48,"93,750.00",368.7,144.75,18,18,0
2,2,4,N,M,36,"350,000.00",705.84,204.4,18,18,0
2,2,2,N,M,31,"250,000.00",772.78,255,22,22,0
2,2,4,N,M,41,"175,000.00",352.92,102.2,18,18,0
2,2,1,N,M,49,"1,000,000.00","7,912.70","3,520.00",20,20,"600,000.00"
2,2,1,N,M,38,"262,500.00","64,018.37","6,249.83",18,18,0
2,2,1,N,M,38,"225,000.00","43,933.61","5,194.83",20,20,"135,000.00"
2,1,2,N,M,40,"1,000,000.00","79,800.48","19,824.00",99,99,"600,000.00"
2,2,2,N,F,54,"375,000.00",637.13,173.25,18,18,"150,000.00"
2,2,1,N,M,56,"750,000.00","12,821.29","5,395.50",20,20,"300,000.00"
2,1,1,N,M,50,"750,000.00","39,825.63","9,409.50",99,99,"450,000.00"
2,2,1,N,F,55,"125,000.00",503.32,233.5,20,20,"50,000.00"
2,2,2,N,M,44,"62,500.00","13,192.56","1,262.25",20,20,0
2,1,3,N,M,30,"500,000.00","23,706.96","4,482.00",99,20,"200,000.00"
2,1,2,N,M,42,"937,500.00","48,186.74","9,907.50",99,99,"375,000.00"
2,2,1,S,F,52,"375,000.00","126,513.39","12,804.00",10,10,"225,000.00"
2,2,1,N,F,41,"475,000.00","1,603.22",752.3,20,20,"190,000.00"
2,2,2,N,M,53,"750,000.00","1,872.95",551.5,20,20,"450,000.00"
2,2,1,N,M,45,"1,875,000.00",182.67,"1,226.25",10,10,"937,500.00"
2,1,1,N,F,58,"500,000.00","11,376.27","2,058.00",99,99,"200,000.00"
2,1,1,N,M,53,"375,000.00","8,157.60","1,505.25",99,99,"225,000.00"
2,1,2,N,M,56,"7,500,000.00","267,707.60","43,797.00",99,99,"1,875,000.00"
2,2,2,N,M,54,"250,000.00","1,628.48",253.5,22,22,"150,000.00"
2,2,2,N,M,40,"1,500,000.00","3,255.11","1,407.00",20,20,"900,000.00"
2,2,3,N,M,26,"237,500.00","1,473.35",257.93,22,22,"95,000.00"
2,2,1,S,F,41,"125,000.00",947.22,453.5,20,20,"50,000.00"
2,2,1,S,M,40,"562,500.00","107,194.48","13,504.50",20,20,"225,000.00"
2,2,2,N,M,43,"300,000.00","1,680.12",331.2,18,18,0
2,1,1,N,M,42,"125,000.00","4,257.91",520.24,99,99,"75,000.00"
2,1,1,N,M,49,"375,000.00","8,030.88","1,353.40",99,99,"225,000.00"
2,1,1,N,M,49,"750,000.00","13,422.51","2,457.00",99,99,"450,000.00"
2,1,1,N,M,46,"3,041,250.00","51,115.34","6,520.39",99,99,"1,520,625.00"
2,2,2,N,M,34,"750,000.00","56,822.83","30,105.00",20,20,"300,000.00"
2,2,2,N,F,37,"250,000.00","31,286.22","3,623.93",65,65,"100,000.00"
2,2,1,N,F,42,"1,500,000.00","50,198.87","15,236.85",20,20,"750,000.00"
2,2,1,N,F,35,"250,000.00",724.99,130.5,18,18,"150,000.00"
2,2,2,N,M,38,"187,500.00","34,539.86","3,105.00",22,22,0
2,2,3,N,F,36,"750,000.00","6,495.75","1,174.50",18,18,"450,000.00"
2,2,1,S,F,43,"396,750.00","1,343.46",703.04,18,18,"158,700.00"
2,2,2,N,F,43,"750,000.00","25,409.96","3,713.00",65,65,"300,000.00"
2,2,1,N,M,43,"375,000.00","4,085.00","2,200.50",20,20,"150,000.00"
2,2,1,N,M,42,"187,500.00","1,490.31",408.75,18,18,0
2,2,2,N,M,24,"1,875,000.00","13,485.50","6,106.88",20,20,"937,500.00"
2,2,2,N,M,38,"500,000.00","4,963.80",843,22,22,"200,000.00"
2,1,2,N,M,46,"1,500,000.00","34,139.76","5,694.00",99,99,"900,000.00"
2,2,1,S,F,52,"375,000.00","50,475.23","5,931.75",12,12,"150,000.00"
2,2,1,N,F,48,"600,000.00","1,689.66",482.4,18,18,"360,000.00"
2,2,2,N,F,48,"187,500.00",667.64,233.25,18,18,0
2,2,2,S,M,42,"675,000.00","7,042.94","3,205.05",20,20,"405,000.00"
2,2,2,N,M,51,"875,000.00","4,895.11","2,235.25",20,20,"350,000.00"
2,1,1,N,M,33,"500,000.00","38,620.32","6,767.79",99,99,"200,000.00"
2,2,1,N,M,41,"625,000.00","17,467.25","4,329.86",20,20,"312,500.00"
2,2,1,N,F,50,"187,500.00",466.02,165.75,18,18,0
2,2,2,N,M,27,"250,000.00","29,225.44","3,361.00",20,20,"150,000.00"
2,2,3,S,M,37,"1,312,500.00","6,451.28","2,684.63",20,20,"787,500.00"
2,1,1,N,M,44,"250,000.00","15,266.30","2,779.50",99,99,"100,000.00"
2,2,1,N,M,46,"87,500.00",843.65,331.99,20,20,0
2,2,3,N,M,40,"650,000.00","5,671.68","2,556.00",20,20,"390,000.00"
2,1,2,N,M,49,"125,000.00","6,701.88",722.78,99,99,"75,000.00"
2,2,4,N,M,43,"375,000.00","23,079.48","2,189.36",65,65,"150,000.00"
2,2,1,N,M,41,"111,915.00","1,792.70",866.67,18,18,0
2,2,2,N,F,51,"500,000.00","2,644.11",633,18,18,"300,000.00"
2,2,2,N,M,26,"750,000.00",887.18,"2,806.00",10,10,"300,000.00"
2,2,1,N,M,42,"500,000.00","1,066.72",340,18,18,"200,000.00"
2,1,2,S,M,47,"937,500.00","77,838.37","10,094.81",99,99,"562,500.00"
2,2,3,N,M,54,"375,000.00","4,624.54","2,619.00",20,20,"225,000.00"
2,2,2,N,M,43,"875,000.00","6,190.79","2,538.00",20,20,"525,000.00"
2,2,1,N,M,52,"375,000.00","2,419.89",421.5,22,22,"150,000.00"
2,2,1,N,F,49,"250,000.00","1,808.31",414,18,18,"150,000.00"
2,2,3,S,M,38,"125,000.00","5,737.55","1,136.25",75,75,"50,000.00"
2,2,1,N,M,44,"62,500.00","6,015.28",976,20,20,0
2,2,2,N,M,29,"1,500,000.00","13,900.28","4,767.00",20,20,"600,000.00"
2,2,2,N,M,47,"450,000.00",525.1,145.8,18,18,0
2,2,1,S,M,44,"1,500,000.00","21,400.50","6,430.00",65,65,"900,000.00"
2,2,2,N,M,47,"1,750,000.00","18,473.68","4,626.03",25,25,"875,000.00"
2,2,2,N,M,39,"300,000.00","1,547.76",694.8,18,18,0
2,2,1,N,M,41,"1,500,000.00","4,699.83","2,529.00",20,20,"600,000.00"
2,2,1,N,M,48,"375,000.00","3,774.90","1,572.00",20,20,"150,000.00"
2,2,1,N,M,40,"375,000.00","2,458.37","1,234.50",60,60,"225,000.00"
2,2,1,N,M,40,"712,500.00","7,573.22","2,749.58",25,25,"285,000.00"
2,2,1,N,F,53,"1,500,000.00","4,365.57","2,448.00",20,20,"900,000.00"
2,1,2,N,M,32,"250,000.00","19,523.92","2,680.55",99,99,"150,000.00"
2,2,1,N,F,47,"825,000.00","103,597.20","18,524.70",20,20,"495,000.00"
2,2,3,N,M,27,"625,000.00","111,888.24","11,775.00",20,20,"250,000.00"
2,2,3,N,F,48,"225,000.00","1,285.57",234.9,18,18,0
2,2,2,N,M,41,"500,000.00","59,512.05","6,518.00",20,20,"200,000.00"
2,2,2,N,M,50,"641,250.00","5,685.24","2,048.91",20,20,"320,625.00"
2,2,1,S,M,48,"1,750,000.00","10,004.82","3,183.56",20,20,"875,000.00"
2,2,2,N,M,39,"187,500.00","9,678.16","1,357.50",20,20,0
